activity_id,customer_id,activity_date,activity_type,amount
ACT0022904,CUST005692,2025-12-10 02:41:36,Savings Withdrawal,1013.09
ACT0022905,CUST011327,2025-09-08 08:40:52,Savings Withdrawal,85.88
ACT0022906,CUST009974,2025-09-06 07:14:06,Login,222.57
ACT0022907,CUST006157,2025-06-15 11:00:43,Savings Deposit,21.34
ACT0022908,CUST000219,2026-07-31 03:50:27,Login,88.8
ACT0022909,CUST006180,2025-07-20 15:19:58,Application,90.48
ACT0022910,CUST006936,2026-05-03 12:01:07,Savings Withdrawal,170.23
ACT0022911,CUST010025,2025-06-09 07:16:38,Payment,19.16
ACT0022912,CUST002121,2025-01-11 10:28:59,Payment,19.47
ACT0022913,CUST007073,2025-04-12 09:39:05,Login,38.59
ACT0022914,CUST011695,2026-07-06 16:56:49,Savings Withdrawal,133.89
ACT0022915,CUST006179,2025-11-01 09:10:23,Savings Deposit,106.98
ACT0022916,CUST005664,2026-08-03 07:13:47,Credit Repayment,87.67
ACT0022917,CUST000471,2025-12-22 20:02:03,Login,63.06
ACT0022918,CUST003805,2026-08-03 19:39:54,Login,260.63
ACT0022919,CUST002028,2026-07-25 11:49:26,Payment,169.71
ACT0022920,CUST009550,2026-01-18 05:45:38,Application,495.82
ACT0022921,CUST005743,2025-05-26 18:34:32,Payment,56.59
ACT0022922,CUST009934,2025-09-08 04:07:13,Credit Repayment,277.59
ACT0022923,CUST002646,2025-04-25 19:27:21,Login,155.98
ACT0022924,CUST011134,2025-08-09 18:13:51,Login,109.68
ACT0022925,CUST010374,2025-04-22 11:47:00,Payment,10.15
ACT0022926,CUST006385,2025-08-27 08:40:04,Savings Deposit,65.7
ACT0022927,CUST011384,2026-07-05 16:31:41,Savings Withdrawal,31.28
ACT0022928,CUST002423,2026-01-15 15:09:11,Savings Deposit,58.85
ACT0022929,CUST006834,2025-08-07 18:20:42,Credit Repayment,40.81
ACT0022930,CUST011357,2025-03-08 02:05:45,Credit Repayment,64.25
ACT0022931,CUST006431,2025-06-08 23:12:55,Savings Deposit,46.1
ACT0022932,CUST007883,2025-12-10 05:47:25,Credit Repayment,121.88
ACT0022933,CUST008753,2025-12-09 22:08:57,Savings Deposit,2.49
ACT0022934,CUST000588,2026-03-27 12:45:23,Credit Repayment,103.07
ACT0022935,CUST005339,2025-05-28 03:04:58,Payment,121.59
ACT0022936,CUST000714,2025-07-23 20:06:14,Payment,176.02
ACT0022937,CUST011794,2026-07-27 11:55:34,Application,102.02
ACT0022938,CUST011150,2026-06-30 23:54:42,Savings Withdrawal,163.15
ACT0022939,CUST009862,2026-08-25 20:01:28,Credit Repayment,16.38
ACT0022940,CUST003737,2025-07-31 15:57:08,Payment,220.97
ACT0022941,CUST010467,2025-05-22 19:25:27,Credit Repayment,62.54
ACT0022942,CUST004438,2026-05-08 19:59:17,Login,46.9
ACT0022943,CUST010108,2026-04-30 13:40:31,Payment,217.41
ACT0022944,CUST004773,2026-07-07 01:59:53,Credit Repayment,71.21
ACT0022945,CUST008333,2025-10-13 13:08:18,Savings Withdrawal,26.18
ACT0022946,CUST002192,2025-12-31 04:31:10,Savings Withdrawal,266.79
ACT0022947,CUST007810,2025-05-07 18:31:12,Savings Deposit,26.24
ACT0022948,CUST011538,2025-05-01 10:48:35,Payment,17.35
ACT0022949,CUST005880,2025-03-09 00:52:18,Payment,194.43
ACT0022950,CUST007997,2025-12-27 12:18:14,Savings Withdrawal,30.92
ACT0022951,CUST004019,2025-02-28 22:58:40,Savings Deposit,23.34
ACT0022952,CUST011076,2025-07-25 21:42:03,Login,220.11
ACT0022953,CUST010173,2026-03-02 12:06:13,Application,31.15
ACT0022954,CUST001115,2025-10-08 13:20:30,Credit Repayment,527.69
ACT0022955,CUST002634,2026-03-29 02:27:48,Application,379.9
ACT0022956,CUST000576,2026-06-01 02:06:30,Payment,345.55
ACT0022957,CUST001964,2026-05-28 23:19:39,Credit Repayment,519.79
ACT0022958,CUST010174,2025-09-20 08:56:15,Login,31.91
ACT0022959,CUST006848,2025-02-15 03:41:14,Savings Deposit,3435.59
ACT0022960,CUST002009,2026-03-02 00:42:18,Payment,220.89
ACT0022961,CUST003512,2026-05-17 10:28:57,Savings Deposit,35.0
ACT0022962,CUST004733,2026-04-02 09:07:09,Savings Deposit,11.78
ACT0022963,CUST010226,2026-07-14 10:10:06,Payment,21.65
ACT0022964,CUST010369,2025-02-17 15:49:46,Payment,4.17
ACT0022965,CUST002120,2026-07-12 12:47:26,Application,36.67
ACT0022966,CUST001456,2025-12-20 05:33:53,Savings Deposit,74.56
ACT0022967,CUST007442,2026-02-03 23:25:03,Savings Deposit,225.87
ACT0022968,CUST009306,2026-05-31 09:24:49,Login,35.69
ACT0022969,CUST005495,2025-03-29 17:36:05,Credit Repayment,243.13
ACT0022970,CUST000809,2025-08-26 00:55:41,Login,154.48
ACT0022971,CUST008658,2025-10-20 18:25:31,Credit Repayment,22.36
ACT0022972,CUST002604,2025-04-10 22:21:26,Login,58.56
ACT0022973,CUST002188,2025-05-11 17:08:02,Savings Withdrawal,93.23
ACT0022974,CUST006887,2025-04-20 07:02:01,Credit Repayment,49.86
ACT0022975,CUST009679,2026-03-09 06:04:57,Savings Withdrawal,53.11
ACT0022976,CUST007672,2025-02-05 18:06:01,Savings Deposit,9.83
ACT0022977,CUST003616,2025-04-01 08:19:57,Login,243.86
ACT0022978,CUST004781,2026-01-07 01:49:59,Application,648.01
ACT0022979,CUST002608,2026-01-14 06:32:29,Savings Deposit,146.45
ACT0022980,CUST011373,2026-03-20 13:36:26,Application,138.34
ACT0022981,CUST001680,2025-05-03 17:58:13,Payment,127.13
ACT0022982,CUST010444,2026-08-23 04:46:21,Payment,49.27
ACT0022983,CUST007590,2025-06-03 02:17:51,Savings Withdrawal,120.31
ACT0022984,CUST003114,2025-08-06 17:55:59,Login,74.12
ACT0022985,CUST000905,2026-03-02 03:38:48,Credit Repayment,17.91
ACT0022986,CUST011286,2025-02-28 07:46:59,Login,164.48
ACT0022987,CUST005361,2025-04-29 23:29:18,Payment,176.77
ACT0022988,CUST005378,2025-04-01 14:07:55,Payment,40.04
ACT0022989,CUST009661,2026-02-17 20:05:30,Savings Deposit,118.81
ACT0022990,CUST001865,2026-08-09 16:09:49,Payment,187.59
ACT0022991,CUST005961,2025-06-09 04:59:55,Savings Withdrawal,59.84
ACT0022992,CUST000136,2025-01-13 13:26:48,Savings Deposit,42.04
ACT0022993,CUST001088,2026-05-30 06:41:43,Login,298.03
ACT0022994,CUST010073,2026-03-17 17:45:52,Application,259.12
ACT0022995,CUST005686,2026-05-05 19:35:40,Credit Repayment,44.5
ACT0022996,CUST009330,2026-01-16 06:56:15,Login,86.7
ACT0022997,CUST002985,2026-08-23 01:31:55,Savings Deposit,120.13
ACT0022998,CUST007721,2025-12-29 19:47:23,Credit Repayment,1084.24
ACT0022999,CUST004584,2025-08-11 13:58:42,Savings Deposit,415.51
ACT0023000,CUST002773,2026-07-24 17:09:03,Credit Repayment,55.71
ACT0023001,CUST001238,2026-06-09 13:24:07,Login,25.25
ACT0023002,CUST002939,2026-07-30 12:42:49,Application,27.49
ACT0023003,CUST000181,2025-05-31 21:01:19,Login,86.74
ACT0023004,CUST001717,2025-07-05 03:38:06,Login,70.76
ACT0023005,CUST008120,2025-11-07 13:22:18,Login,13.48
ACT0023006,CUST008683,2025-02-21 11:04:52,Savings Withdrawal,239.1
ACT0023007,CUST003884,2026-01-14 20:34:10,Application,144.37
ACT0023008,CUST003192,2025-05-30 23:45:17,Credit Repayment,16.75
ACT0023009,CUST008877,2025-10-25 01:18:37,Savings Deposit,102.61
ACT0023010,CUST006218,2025-04-12 16:30:34,Savings Deposit,95.72
ACT0023011,CUST002777,2026-02-06 05:06:10,Application,210.61
ACT0023012,CUST002433,2025-09-23 15:51:55,Savings Deposit,96.6
ACT0023013,CUST000013,2026-02-13 03:34:57,Savings Withdrawal,56.08
ACT0023014,CUST008556,2026-08-02 21:24:14,Login,215.17
ACT0023015,CUST007013,2026-07-26 21:42:19,Payment,107.23
ACT0023016,CUST001894,2026-04-23 09:40:32,Application,903.7
ACT0023017,CUST001799,2025-07-17 11:15:49,Savings Withdrawal,372.94
ACT0023018,CUST006142,2025-03-09 03:57:53,Payment,348.04
ACT0023019,CUST010536,2025-01-29 19:54:44,Credit Repayment,242.05
ACT0023020,CUST008003,2025-05-21 01:05:18,Credit Repayment,149.13
ACT0023021,CUST003303,2025-10-09 22:21:33,Payment,17.85
ACT0023022,CUST011714,2025-02-10 16:20:39,Login,71.56
ACT0023023,CUST004113,2025-12-14 07:01:09,Savings Deposit,20.43
ACT0023024,CUST002405,2025-03-03 00:21:42,Payment,48.05
ACT0023025,CUST002886,2025-01-27 10:11:51,Savings Deposit,30.02
ACT0023026,CUST011433,2026-03-08 01:32:50,Login,86.49
ACT0023027,CUST001065,2026-08-09 16:28:51,Savings Deposit,51.79
ACT0023028,CUST011722,2025-12-27 00:25:22,Login,204.3
ACT0023029,CUST000019,2026-01-15 09:46:30,Login,85.57
ACT0023030,CUST011408,2025-08-04 11:13:14,Savings Deposit,37.89
ACT0023031,CUST003392,2025-02-15 23:53:23,Savings Deposit,699.78
ACT0023032,CUST009340,2025-10-06 23:29:15,Savings Withdrawal,128.87
ACT0023033,CUST010649,2025-01-06 20:59:30,Application,237.92
ACT0023034,CUST003696,2026-02-23 06:51:14,Credit Repayment,126.35
ACT0023035,CUST007358,2025-09-04 07:19:03,Savings Withdrawal,35.43
ACT0023036,CUST005785,2026-05-03 12:39:23,Savings Deposit,104.68
ACT0023037,CUST011167,2025-06-14 17:35:25,Credit Repayment,127.02
ACT0023038,CUST000491,2025-12-30 15:31:18,Savings Withdrawal,56.05
ACT0023039,CUST001570,2025-02-04 03:46:13,Credit Repayment,173.7
ACT0023040,CUST004962,2025-06-07 10:05:18,Savings Deposit,16.87
ACT0023041,CUST006335,2025-02-02 04:59:49,Payment,24.43
ACT0023042,CUST001640,2025-12-26 15:06:18,Credit Repayment,146.72
ACT0023043,CUST003920,2025-07-17 12:37:03,Payment,551.52
ACT0023044,CUST000741,2026-02-08 04:40:47,Payment,36.25
ACT0023045,CUST010600,2025-09-29 15:57:47,Savings Withdrawal,82.43
ACT0023046,CUST008221,2026-06-18 22:52:18,Payment,92.14
ACT0023047,CUST004783,2026-07-08 16:51:58,Login,414.59
ACT0023048,CUST006523,2025-08-21 06:18:20,Savings Deposit,70.06
ACT0023049,CUST002440,2025-06-12 05:44:01,Credit Repayment,121.82
ACT0023050,CUST004335,2025-02-11 03:40:34,Application,100.52
ACT0023051,CUST010640,2025-01-14 13:19:47,Login,123.47
ACT0023052,CUST009998,2026-06-11 19:39:43,Credit Repayment,32.23
ACT0023053,CUST001524,2025-11-04 07:06:24,Credit Repayment,374.11
ACT0023054,CUST000432,2026-02-07 08:44:40,Login,20.86
ACT0023055,CUST004699,2025-10-19 06:58:52,Payment,12.92
ACT0023056,CUST002774,2025-08-14 20:15:28,Application,38.78
ACT0023057,CUST008788,2026-03-23 06:14:22,Credit Repayment,158.12
ACT0023058,CUST007119,2025-05-03 18:14:57,Login,312.05
ACT0023059,CUST001152,2025-08-12 19:54:18,Credit Repayment,163.45
ACT0023060,CUST001708,2026-06-19 19:44:17,Savings Deposit,66.98
ACT0023061,CUST011694,2025-05-12 21:39:13,Credit Repayment,415.31
ACT0023062,CUST009903,2025-11-30 01:11:58,Payment,236.03
ACT0023063,CUST004433,2025-08-21 11:50:24,Login,56.08
ACT0023064,CUST008510,2025-03-12 16:03:48,Savings Withdrawal,48.55
ACT0023065,CUST006644,2025-06-11 22:16:58,Login,81.17
ACT0023066,CUST009267,2025-03-28 02:23:10,Savings Deposit,213.45
ACT0023067,CUST011979,2025-01-20 15:57:20,Login,84.05
ACT0023068,CUST008716,2026-08-20 19:45:29,Login,306.79
ACT0023069,CUST008927,2025-06-25 19:02:23,Application,24.76
ACT0023070,CUST009409,2025-03-03 06:25:11,Login,32.13
ACT0023071,CUST003708,2025-09-08 14:07:22,Login,32.15
ACT0023072,CUST008372,2025-01-07 06:08:05,Savings Withdrawal,225.27
ACT0023073,CUST011751,2026-03-15 20:47:37,Payment,65.4
ACT0023074,CUST003592,2025-07-15 03:15:12,Login,292.69
ACT0023075,CUST006424,2025-04-03 20:59:36,Credit Repayment,112.61
ACT0023076,CUST011304,2025-02-19 04:42:58,Login,373.89
ACT0023077,CUST005307,2025-09-25 04:49:32,Application,44.84
ACT0023078,CUST003971,2025-03-19 00:05:56,Credit Repayment,482.25
ACT0023079,CUST006383,2026-03-22 17:43:10,Payment,258.99
ACT0023080,CUST002953,2026-04-10 02:41:18,Application,702.51
ACT0023081,CUST000567,2025-06-19 11:32:48,Payment,108.63
ACT0023082,CUST003360,2025-10-31 14:18:02,Login,9.08
ACT0023083,CUST007964,2026-07-21 05:23:41,Application,103.59
ACT0023084,CUST000750,2025-03-20 19:35:14,Application,372.05
ACT0023085,CUST010133,2025-04-01 12:01:38,Payment,129.97
ACT0023086,CUST000186,2026-01-14 03:27:16,Application,66.33
ACT0023087,CUST000718,2026-02-28 01:56:42,Application,128.91
ACT0023088,CUST000537,2025-01-22 13:00:21,Payment,145.58
ACT0023089,CUST008742,2025-10-10 20:27:50,Login,17.28
ACT0023090,CUST004370,2025-03-10 10:32:57,Application,44.25
ACT0023091,CUST007467,2026-02-21 15:38:37,Savings Deposit,74.02
ACT0023092,CUST006647,2025-04-24 11:35:11,Payment,161.8
ACT0023093,CUST000601,2025-12-29 05:23:51,Credit Repayment,910.34
ACT0023094,CUST007669,2025-12-30 22:20:30,Savings Deposit,53.85
ACT0023095,CUST002788,2026-05-21 00:12:57,Savings Withdrawal,90.16
ACT0023096,CUST008729,2025-06-14 11:29:03,Savings Deposit,2.73
ACT0023097,CUST009536,2025-05-15 16:40:35,Application,209.6
ACT0023098,CUST001963,2025-06-03 23:10:41,Login,17.73
ACT0023099,CUST001203,2025-08-20 17:34:15,Savings Withdrawal,60.11
ACT0023100,CUST003940,2025-02-19 08:55:12,Application,969.75
ACT0023101,CUST004014,2026-08-14 23:38:32,Application,55.32
ACT0023102,CUST000058,2026-06-24 19:42:28,Payment,28.25
ACT0023103,CUST008082,2025-09-29 12:26:45,Savings Deposit,67.88
ACT0023104,CUST007181,2026-07-15 09:50:28,Payment,152.05
ACT0023105,CUST005130,2025-09-02 02:37:08,Payment,30.65
ACT0023106,CUST008317,2025-10-03 01:28:46,Savings Withdrawal,465.99
ACT0023107,CUST009533,2025-04-11 15:17:19,Credit Repayment,894.26
ACT0023108,CUST003355,2025-08-13 20:30:52,Savings Withdrawal,193.02
ACT0023109,CUST006918,2025-02-28 00:47:29,Credit Repayment,70.19
ACT0023110,CUST010073,2026-03-22 21:47:47,Login,22.75
ACT0023111,CUST000613,2025-04-05 03:58:31,Savings Deposit,11.51
ACT0023112,CUST000761,2025-05-16 06:22:03,Application,99.43
ACT0023113,CUST005443,2025-12-15 23:17:25,Login,295.53
ACT0023114,CUST001824,2025-09-22 03:40:41,Application,127.42
ACT0023115,CUST011388,2026-01-19 18:25:08,Payment,600.67
ACT0023116,CUST007579,2026-07-24 14:53:20,Login,19.92
ACT0023117,CUST005998,2025-12-05 00:17:00,Payment,127.34
ACT0023118,CUST009544,2026-07-04 06:38:41,Savings Deposit,223.63
ACT0023119,CUST002575,2025-12-03 07:55:28,Savings Withdrawal,94.55
ACT0023120,CUST010006,2026-05-18 05:02:02,Application,33.42
ACT0023121,CUST007595,2026-07-17 14:14:31,Login,212.16
ACT0023122,CUST001352,2025-08-20 20:31:54,Payment,24.23
ACT0023123,CUST005105,2025-03-28 00:13:05,Savings Withdrawal,105.71
ACT0023124,CUST001959,2025-10-22 15:43:51,Payment,137.07
ACT0023125,CUST002632,2025-07-04 04:02:54,Credit Repayment,780.47
ACT0023126,CUST010046,2025-12-04 22:08:31,Credit Repayment,8.92
ACT0023127,CUST001820,2026-02-09 01:36:27,Login,35.54
ACT0023128,CUST009223,2026-04-07 08:29:01,Payment,130.14
ACT0023129,CUST004364,2025-12-27 09:21:11,Login,194.16
ACT0023130,CUST001282,2026-04-24 11:58:38,Application,62.79
ACT0023131,CUST010839,2025-02-13 06:14:54,Payment,88.97
ACT0023132,CUST006602,2025-01-05 12:49:25,Savings Deposit,32.58
ACT0023133,CUST002253,2026-07-15 00:55:17,Payment,44.04
ACT0023134,CUST003592,2026-04-23 05:30:47,Payment,138.46
ACT0023135,CUST011703,2025-03-17 04:17:07,Login,77.63
ACT0023136,CUST004245,2025-03-15 23:33:20,Application,27.49
ACT0023137,CUST004968,2025-06-24 12:01:51,Credit Repayment,32.93
ACT0023138,CUST009932,2026-03-21 18:31:52,Login,86.07
ACT0023139,CUST004865,2026-04-04 20:49:51,Credit Repayment,154.6
ACT0023140,CUST006138,2025-08-05 22:36:07,Login,109.42
ACT0023141,CUST000468,2025-06-26 14:25:35,Credit Repayment,51.41
ACT0023142,CUST011045,2025-03-27 08:05:23,Payment,13.64
ACT0023143,CUST010367,2025-01-26 13:06:51,Credit Repayment,35.82
ACT0023144,CUST009908,2025-07-04 15:16:47,Savings Deposit,62.48
ACT0023145,CUST003380,2025-05-26 04:04:46,Login,18.65
ACT0023146,CUST003100,2026-02-14 03:41:51,Savings Deposit,24.48
ACT0023147,CUST005315,2025-12-02 00:38:29,Savings Withdrawal,58.01
ACT0023148,CUST011401,2025-12-08 12:50:07,Login,96.2
ACT0023149,CUST004272,2026-08-15 08:43:01,Savings Deposit,44.44
ACT0023150,CUST001948,2026-02-10 20:44:58,Savings Deposit,84.88
ACT0023151,CUST002495,2026-03-29 03:40:09,Application,43.89
ACT0023152,CUST010081,2025-01-20 17:30:00,Savings Deposit,221.29
ACT0023153,CUST004314,2026-07-18 13:10:27,Credit Repayment,77.04
ACT0023154,CUST006557,2026-07-14 18:34:07,Payment,73.51
ACT0023155,CUST005991,2026-04-04 04:00:11,Login,222.5
ACT0023156,CUST000854,2026-08-16 06:05:25,Payment,97.26
ACT0023157,CUST011388,2025-04-16 18:40:02,Payment,49.77
ACT0023158,CUST003797,2025-06-03 00:50:17,Login,17.28
ACT0023159,CUST009463,2025-08-28 03:45:20,Application,601.32
ACT0023160,CUST011833,2025-10-22 13:04:12,Credit Repayment,12.09
ACT0023161,CUST002852,2026-05-03 00:54:01,Savings Deposit,9.02
ACT0023162,CUST003472,2025-01-23 22:03:17,Savings Withdrawal,12.53
ACT0023163,CUST009072,2025-08-17 22:58:06,Credit Repayment,311.76
ACT0023164,CUST000564,2026-06-21 23:26:41,Payment,648.27
ACT0023165,CUST011919,2025-02-13 06:40:03,Payment,25.8
ACT0023166,CUST004853,2025-08-07 21:27:48,Application,152.95
ACT0023167,CUST002557,2026-04-27 22:21:46,Credit Repayment,199.17
ACT0023168,CUST010248,2025-03-02 20:48:20,Savings Deposit,19.47
ACT0023169,CUST001430,2026-06-23 05:36:31,Credit Repayment,366.45
ACT0023170,CUST004089,2026-05-27 18:55:52,Application,22.89
ACT0023171,CUST010267,2026-08-20 16:33:38,Payment,423.83
ACT0023172,CUST008340,2025-03-05 00:28:24,Login,47.54
ACT0023173,CUST007816,2026-03-31 10:11:43,Payment,47.88
ACT0023174,CUST002987,2025-08-30 01:44:51,Savings Deposit,6.49
ACT0023175,CUST005025,2025-06-26 20:17:17,Credit Repayment,90.08
ACT0023176,CUST010854,2025-03-03 07:50:49,Credit Repayment,303.17
ACT0023177,CUST008200,2025-11-27 12:57:08,Payment,27.07
ACT0023178,CUST011509,2025-03-19 19:18:45,Payment,66.15
ACT0023179,CUST011956,2026-03-17 22:27:47,Credit Repayment,11.05
ACT0023180,CUST011475,2025-08-09 10:08:00,Savings Withdrawal,57.28
ACT0023181,CUST005818,2026-02-01 12:09:28,Payment,137.82
ACT0023182,CUST002992,2025-10-24 04:24:33,Savings Deposit,159.39
ACT0023183,CUST002937,2026-05-04 09:33:13,Payment,70.56
ACT0023184,CUST007114,2025-11-24 16:26:17,Application,158.24
ACT0023185,CUST005646,2025-05-23 19:10:04,Login,39.82
ACT0023186,CUST004399,2025-05-23 02:14:02,Savings Deposit,8.39
ACT0023187,CUST010949,2025-12-25 14:39:20,Credit Repayment,171.62
ACT0023188,CUST004602,2026-01-16 08:13:09,Credit Repayment,112.68
ACT0023189,CUST000998,2026-07-10 03:34:53,Payment,143.65
ACT0023190,CUST008910,2025-08-31 08:29:54,Login,47.03
ACT0023191,CUST006595,2025-02-01 20:46:56,Credit Repayment,84.94
ACT0023192,CUST004705,2025-01-28 00:23:44,Application,104.34
ACT0023193,CUST001726,2025-09-10 05:53:03,Savings Deposit,272.98
ACT0023194,CUST008313,2026-01-14 18:11:57,Application,909.64
ACT0023195,CUST010931,2025-01-24 02:51:30,Payment,26.1
ACT0023196,CUST011932,2025-11-12 09:03:36,Savings Withdrawal,125.51
ACT0023197,CUST010284,2025-04-03 10:08:40,Credit Repayment,35.37
ACT0023198,CUST001803,2025-02-04 21:24:32,Login,5.84
ACT0023199,CUST008704,2025-10-06 06:13:46,Application,270.47
ACT0023200,CUST006314,2025-07-28 21:29:21,Payment,7.21
ACT0023201,CUST001944,2025-01-02 12:13:30,Credit Repayment,47.55
ACT0023202,CUST010355,2026-05-15 15:57:26,Credit Repayment,72.23
ACT0023203,CUST010252,2026-05-19 05:51:10,Payment,15.91
ACT0023204,CUST011837,2025-08-29 01:57:36,Savings Withdrawal,69.47
ACT0023205,CUST000114,2025-11-30 01:20:52,Credit Repayment,190.01
ACT0023206,CUST011718,2026-02-08 19:55:06,Savings Deposit,28.86
ACT0023207,CUST007935,2026-03-30 17:34:21,Login,181.8
ACT0023208,CUST011131,2026-07-27 10:03:12,Application,206.44
ACT0023209,CUST000311,2025-10-29 00:01:52,Savings Deposit,907.62
ACT0023210,CUST009344,2025-02-25 13:57:54,Savings Deposit,312.31
ACT0023211,CUST004797,2025-01-16 17:01:04,Payment,44.67
ACT0023212,CUST009847,2025-11-22 12:22:06,Login,62.69
ACT0023213,CUST005566,2025-07-19 12:26:51,Credit Repayment,42.41
ACT0023214,CUST008926,2025-12-26 12:38:39,Credit Repayment,27.17
ACT0023215,CUST003952,2025-08-09 14:04:13,Application,16.92
ACT0023216,CUST009252,2026-04-29 21:48:13,Payment,706.36
ACT0023217,CUST007005,2025-12-19 19:57:58,Credit Repayment,18.44
ACT0023218,CUST004921,2025-12-23 10:21:57,Login,93.73
ACT0023219,CUST005132,2025-04-19 15:46:32,Application,47.48
ACT0023220,CUST011082,2025-02-03 16:38:46,Savings Deposit,39.68
ACT0023221,CUST008248,2025-10-07 22:27:50,Login,381.25
ACT0023222,CUST006380,2025-11-11 20:30:37,Login,202.55
ACT0023223,CUST001951,2026-06-03 23:03:17,Savings Withdrawal,45.27
ACT0023224,CUST000813,2026-08-23 20:37:31,Savings Withdrawal,58.96
ACT0023225,CUST002123,2025-08-13 22:26:57,Credit Repayment,107.2
ACT0023226,CUST004664,2025-08-14 22:41:59,Payment,13.61
ACT0023227,CUST001670,2026-05-04 16:35:26,Login,61.45
ACT0023228,CUST008630,2025-10-19 11:42:16,Payment,101.19
ACT0023229,CUST006383,2025-12-15 20:27:45,Application,219.71
ACT0023230,CUST008193,2026-05-13 05:14:31,Credit Repayment,42.6
ACT0023231,CUST000940,2025-03-28 22:54:24,Credit Repayment,103.62
ACT0023232,CUST005425,2026-06-04 03:35:41,Payment,136.29
ACT0023233,CUST002365,2025-10-10 08:50:51,Payment,626.79
ACT0023234,CUST004266,2025-11-08 04:36:13,Credit Repayment,182.9
ACT0023235,CUST001299,2026-06-23 09:25:42,Credit Repayment,33.02
ACT0023236,CUST000079,2025-03-17 23:38:10,Savings Deposit,116.31
ACT0023237,CUST006527,2025-10-11 17:48:03,Payment,9.66
ACT0023238,CUST011061,2025-02-01 00:13:38,Credit Repayment,136.3
ACT0023239,CUST011294,2025-07-02 01:31:39,Savings Deposit,329.23
ACT0023240,CUST001262,2026-02-17 01:21:24,Credit Repayment,264.0
ACT0023241,CUST000809,2025-05-04 14:45:49,Application,80.33
ACT0023242,CUST002499,2026-02-16 10:04:15,Credit Repayment,19.44
ACT0023243,CUST000952,2025-11-27 03:48:33,Credit Repayment,15.99
ACT0023244,CUST004182,2026-08-23 05:10:38,Savings Deposit,731.18
ACT0023245,CUST004044,2025-12-12 18:36:26,Payment,2.42
ACT0023246,CUST007112,2025-08-25 19:01:58,Credit Repayment,107.91
ACT0023247,CUST006822,2025-07-20 21:58:28,Payment,62.15
ACT0023248,CUST007138,2026-03-08 16:21:52,Login,93.38
ACT0023249,CUST009277,2025-12-21 08:51:54,Credit Repayment,138.13
ACT0023250,CUST005372,2025-04-28 04:58:49,Payment,79.7
ACT0023251,CUST008298,2026-02-21 00:30:51,Credit Repayment,52.1
ACT0023252,CUST005051,2025-06-06 09:02:22,Savings Deposit,24.47
ACT0023253,CUST006832,2026-06-19 05:41:34,Savings Withdrawal,24.02
ACT0023254,CUST004554,2025-10-26 08:12:04,Payment,64.01
ACT0023255,CUST006516,2026-03-11 16:51:40,Credit Repayment,154.0
ACT0023256,CUST004308,2025-10-24 14:24:33,Savings Deposit,216.84
ACT0023257,CUST003984,2025-08-01 19:02:20,Login,10.26
ACT0023258,CUST007595,2025-04-24 00:31:07,Savings Withdrawal,88.61
ACT0023259,CUST009239,2026-01-18 06:52:18,Payment,22.8
ACT0023260,CUST005622,2025-10-22 08:10:22,Credit Repayment,368.55
ACT0023261,CUST005562,2025-03-06 16:48:46,Credit Repayment,59.07
ACT0023262,CUST000920,2026-01-21 23:27:35,Savings Deposit,365.49
ACT0023263,CUST006307,2026-06-26 09:06:41,Payment,289.94
ACT0023264,CUST009743,2025-05-07 13:17:47,Application,133.76
ACT0023265,CUST000051,2026-03-15 23:39:42,Payment,14.08
ACT0023266,CUST004944,2025-10-24 02:12:49,Payment,127.58
ACT0023267,CUST002102,2026-03-15 15:34:20,Savings Deposit,232.81
ACT0023268,CUST003334,2025-04-22 16:56:44,Login,14.12
ACT0023269,CUST010181,2025-11-16 01:56:39,Login,6.0
ACT0023270,CUST006868,2026-05-21 20:12:50,Credit Repayment,20.23
ACT0023271,CUST009893,2025-10-20 15:10:18,Credit Repayment,55.73
ACT0023272,CUST002205,2025-03-08 23:10:29,Credit Repayment,156.61
ACT0023273,CUST006250,2025-07-16 04:58:24,Payment,125.63
ACT0023274,CUST000252,2026-02-21 12:52:40,Credit Repayment,21.38
ACT0023275,CUST003728,2025-02-08 19:30:00,Credit Repayment,11.9
ACT0023276,CUST000572,2025-12-24 23:25:46,Payment,3320.49
ACT0023277,CUST008432,2025-08-15 14:28:13,Savings Deposit,86.27
ACT0023278,CUST008748,2026-07-13 11:45:48,Payment,133.45
ACT0023279,CUST000148,2026-04-24 19:56:53,Payment,461.93
ACT0023280,CUST011070,2025-06-03 00:40:44,Savings Withdrawal,34.76
ACT0023281,CUST005843,2025-02-20 22:47:07,Login,26.1
ACT0023282,CUST006218,2025-11-24 22:50:50,Savings Deposit,50.2
ACT0023283,CUST004684,2025-12-28 06:00:58,Credit Repayment,43.85
ACT0023284,CUST010291,2025-09-05 17:06:54,Login,12.69
ACT0023285,CUST002238,2025-05-27 11:42:15,Savings Withdrawal,185.6
ACT0023286,CUST010412,2025-08-13 06:29:40,Payment,151.74
ACT0023287,CUST008252,2025-01-15 20:41:57,Credit Repayment,29.16
ACT0023288,CUST010531,2025-04-29 20:55:40,Savings Deposit,257.67
ACT0023289,CUST002988,2025-11-08 19:10:18,Credit Repayment,184.78
ACT0023290,CUST005351,2026-03-01 00:35:52,Login,23.19
ACT0023291,CUST001640,2025-08-16 21:36:51,Payment,16.54
ACT0023292,CUST005670,2025-10-01 08:54:25,Application,5.86
ACT0023293,CUST009928,2025-10-06 04:00:53,Payment,152.74
