transaction_id,customer_id,transaction_date,product_type,transaction_type,revenue,cost
TXN0018366,CUST009487,2025-07-25 08:50:44,Credit,Other,3.08,4.49
TXN0018367,CUST001522,2026-02-05 14:59:29,Payments,Fee,1.75,1.11
TXN0018368,CUST008962,2025-07-22 20:06:08,Payments,Interest Income,7.72,1.33
TXN0018369,CUST003836,2026-05-29 10:35:04,Payments,Interest Expense,13.04,11.64
TXN0018370,CUST007988,2026-03-18 16:45:55,Payments,Interest Income,3.71,4.92
TXN0018371,CUST005330,2025-04-15 07:28:02,Payments,Fee,3.12,8.29
TXN0018372,CUST001623,2026-02-05 17:58:39,Payments,Interest Income,24.42,5.85
TXN0018373,CUST007299,2025-04-13 08:54:16,Payments,Interest Expense,8.06,8.19
TXN0018374,CUST005378,2025-11-23 07:07:42,Credit,Interchange,17.4,2.04
TXN0018375,CUST002209,2025-10-02 11:43:50,Savings,Fee,9.99,11.48
TXN0018376,CUST001602,2026-07-31 00:06:10,Payments,FX,27.54,0.0
TXN0018377,CUST011841,2025-02-07 08:51:02,Credit,Fee,35.8,1.25
TXN0018378,CUST001168,2026-06-03 03:36:32,Payments,Interchange,-5.0,10.81
TXN0018379,CUST003528,2025-04-06 03:48:11,Credit,Interchange,5.79,10.93
TXN0018380,CUST010578,2026-08-23 18:13:20,Payments,Fee,12.38,0.0
TXN0018381,CUST002072,2025-01-09 22:42:00,Payments,Interest Expense,30.94,0.0
TXN0018382,CUST001298,2026-08-26 18:23:31,Payments,Interest Income,23.22,9.16
TXN0018383,CUST004604,2026-07-13 03:59:18,Payments,Interest Income,5.22,5.25
TXN0018384,CUST010277,2026-06-01 12:10:41,Payments,Interchange,15.23,6.1
TXN0018385,CUST000751,2026-08-22 10:35:14,Credit,Interest Expense,-5.0,7.84
TXN0018386,CUST008054,2025-12-18 20:08:05,Payments,Interchange,19.78,14.61
TXN0018387,CUST009932,2025-03-07 02:57:19,Credit,Fee,39.09,8.09
TXN0018388,CUST007356,2025-12-26 16:23:24,Savings,FX,26.2,0.0
TXN0018389,CUST008239,2026-08-01 01:10:44,Payments,Interest Income,36.05,4.16
TXN0018390,CUST006730,2025-04-25 15:31:02,Savings,Fee,18.54,6.99
TXN0018391,CUST011510,2025-09-13 02:25:17,Payments,FX,5.25,12.61
TXN0018392,CUST010684,2026-07-05 22:04:04,Savings,Interchange,25.17,3.3
TXN0018393,CUST005487,2025-08-10 16:34:25,Payments,Interchange,7.85,4.09
TXN0018394,CUST010506,2026-07-07 08:27:00,Payments,Interest Expense,9.67,9.08
TXN0018395,CUST000540,2026-03-16 16:19:38,Payments,Fee,29.85,10.37
TXN0018396,CUST011929,2025-11-11 20:29:28,Payments,Interchange,-4.13,0.0
TXN0018397,CUST007533,2025-12-24 18:55:43,Payments,Interest Income,13.04,1.15
TXN0018398,CUST002438,2026-01-26 04:48:51,Payments,Interest Income,28.29,0.87
TXN0018399,CUST010821,2025-01-15 22:24:44,Payments,Fee,9.96,9.75
TXN0018400,CUST005833,2025-01-05 03:40:23,Payments,Interest Income,13.74,15.22
TXN0018401,CUST004350,2025-04-25 00:10:42,Savings,Interest Expense,2.65,1.52
TXN0018402,CUST009053,2025-10-24 13:48:04,Savings,Interchange,34.7,10.45
TXN0018403,CUST007014,2026-07-16 04:19:55,Savings,Interchange,18.14,7.96
TXN0018404,CUST002633,2026-05-09 12:59:50,Payments,Interest Income,9.03,3.5
TXN0018405,CUST001432,2025-09-06 10:08:23,Credit,Fee,21.47,4.68
TXN0018406,CUST003711,2026-02-08 12:12:51,Payments,Other,18.24,7.3
TXN0018407,CUST010934,2025-03-17 12:31:38,Credit,Other,17.76,4.07
TXN0018408,CUST005610,2026-02-28 13:42:57,Payments,Interest Expense,19.31,8.03
TXN0018409,CUST000756,2025-09-21 19:41:13,Savings,Interchange,20.36,4.14
TXN0018410,CUST006057,2025-07-23 04:54:48,Payments,Interchange,13.02,1.88
TXN0018411,CUST000985,2025-06-19 10:33:26,Savings,Interchange,22.94,0.0
TXN0018412,CUST008391,2026-05-11 08:34:07,Credit,Interest Expense,17.35,3.35
TXN0018413,CUST009609,2026-05-10 17:00:00,Savings,FX,19.53,4.32
TXN0018414,CUST003119,2025-04-21 14:59:58,Payments,Fee,22.52,0.47
TXN0018415,CUST010436,2026-05-15 09:50:46,Savings,FX,16.8,0.73
TXN0018416,CUST009005,2025-01-10 21:46:53,Savings,Interchange,14.46,3.26
TXN0018417,CUST002721,2025-05-12 21:27:06,Payments,Interchange,1.35,8.74
TXN0018418,CUST001398,2025-10-13 07:24:39,Payments,Other,8.05,0.0
TXN0018419,CUST010601,2025-07-17 14:44:20,Credit,Fee,13.53,6.45
TXN0018420,CUST002598,2025-06-04 02:52:38,Savings,Fee,12.64,0.0
TXN0018421,CUST007197,2026-06-05 14:46:53,Payments,FX,37.18,4.34
TXN0018422,CUST006347,2025-11-25 17:45:43,Payments,FX,10.13,11.73
TXN0018423,CUST003108,2026-06-02 13:46:33,Payments,Fee,26.64,7.01
TXN0018424,CUST003634,2026-01-18 12:07:33,Credit,FX,-0.77,7.63
TXN0018425,CUST005541,2026-04-28 17:59:56,Savings,Fee,22.79,4.04
TXN0018426,CUST011333,2026-05-21 09:01:17,Savings,Fee,9.68,0.0
TXN0018427,CUST010468,2025-10-22 16:33:39,Savings,Interest Income,-5.0,1.19
TXN0018428,CUST003067,2026-03-01 21:15:14,Savings,Interest Income,-5.0,0.0
TXN0018429,CUST002638,2025-04-29 10:38:57,Credit,Interchange,39.39,20.95
TXN0018430,CUST005823,2025-11-09 23:48:04,Payments,Fee,8.19,3.47
TXN0018431,CUST006869,2026-08-29 18:26:01,Payments,Interest Income,0.38,0.0
TXN0018432,CUST000573,2026-01-22 09:37:17,Credit,Interest Expense,0.64,4.42
TXN0018433,CUST009585,2025-02-15 20:50:26,Payments,Other,3.61,10.26
TXN0018434,CUST002328,2025-01-22 21:45:43,Payments,Interest Expense,13.67,9.16
TXN0018435,CUST005543,2025-09-14 23:16:54,Payments,Fee,-5.0,1.24
TXN0018436,CUST008019,2025-04-17 15:54:31,Payments,Fee,11.99,2.94
TXN0018437,CUST000341,2025-08-13 16:26:41,Savings,Interest Expense,11.72,0.0
TXN0018438,CUST001514,2025-02-15 01:35:39,Credit,Interest Income,11.52,6.04
TXN0018439,CUST011164,2025-01-07 23:19:29,Credit,FX,14.79,3.29
TXN0018440,CUST002441,2025-10-31 06:02:47,Credit,Fee,3.64,0.0
TXN0018441,CUST003954,2025-08-25 10:50:26,Payments,FX,6.75,6.75
TXN0018442,CUST007683,2026-04-13 12:32:35,Credit,Interest Income,8.21,5.57
TXN0018443,CUST008934,2026-05-13 06:26:06,Payments,Fee,15.26,4.48
TXN0018444,CUST003179,2025-08-15 18:22:12,Payments,Fee,9.75,5.28
TXN0018445,CUST001672,2025-03-14 05:10:37,Savings,Interest Expense,10.52,0.32
TXN0018446,CUST001666,2026-05-07 21:03:03,Payments,Interchange,19.15,9.19
TXN0018447,CUST002386,2026-08-16 21:21:15,Payments,Interchange,11.61,12.44
TXN0018448,CUST003399,2025-02-09 04:21:16,Credit,FX,23.3,14.34
TXN0018449,CUST003365,2025-11-12 10:32:11,Credit,Fee,-0.16,15.21
TXN0018450,CUST002177,2026-03-21 20:30:20,Credit,Interest Income,25.76,6.63
TXN0018451,CUST000410,2026-05-07 10:27:19,Payments,Interest Income,4.89,0.0
TXN0018452,CUST010039,2026-03-02 14:32:28,Credit,Fee,-4.51,0.0
TXN0018453,CUST000359,2025-06-22 23:14:25,Credit,Fee,6.8,0.0
TXN0018454,CUST006229,2026-07-18 07:01:32,Credit,Interest Income,16.07,4.88
TXN0018455,CUST008542,2025-02-17 04:03:51,Payments,Interchange,13.6,0.0
TXN0018456,CUST007504,2025-09-25 15:51:12,Payments,Interest Income,22.6,5.03
TXN0018457,CUST008806,2025-03-21 22:34:31,Savings,FX,24.3,12.44
TXN0018458,CUST010835,2025-12-22 17:23:24,Savings,Other,-1.66,5.24
TXN0018459,CUST002139,2026-07-03 23:04:01,Payments,Interchange,21.04,12.72
TXN0018460,CUST005456,2025-10-06 12:18:12,Savings,Interchange,30.47,5.0
TXN0018461,CUST006120,2026-03-17 19:09:22,Credit,Fee,2.54,1.54
TXN0018462,CUST000988,2026-01-10 11:05:53,Savings,Fee,18.68,5.98
TXN0018463,CUST006599,2025-12-24 23:10:40,Savings,Interchange,5.75,6.37
TXN0018464,CUST000682,2025-12-03 09:39:22,Savings,Interchange,27.03,11.57
TXN0018465,CUST001967,2025-08-05 00:01:06,Savings,Fee,17.86,5.0
TXN0018466,CUST007638,2025-06-13 12:44:34,Payments,Interchange,16.06,1.58
TXN0018467,CUST003501,2025-11-13 03:29:54,Payments,FX,23.69,5.29
TXN0018468,CUST007467,2026-08-30 09:47:16,Credit,Interest Expense,13.98,0.0
TXN0018469,CUST006986,2025-12-14 07:24:56,Payments,Fee,-5.0,6.01
TXN0018470,CUST001404,2025-06-09 04:51:02,Payments,Other,20.26,10.15
TXN0018471,CUST008280,2026-04-13 01:31:23,Savings,Interchange,44.92,4.47
TXN0018472,CUST003329,2025-02-09 12:13:30,Payments,Interchange,-1.4,0.0
TXN0018473,CUST007283,2025-06-24 23:23:40,Payments,Interest Income,0.82,12.67
TXN0018474,CUST003111,2025-06-23 08:29:42,Savings,Fee,25.67,0.0
TXN0018475,CUST010770,2025-08-01 15:52:21,Payments,FX,17.72,5.21
TXN0018476,CUST005824,2025-11-06 03:51:34,Savings,Interchange,5.66,7.51
TXN0018477,CUST005392,2025-09-11 00:56:58,Savings,Fee,31.72,0.18
TXN0018478,CUST010092,2026-06-04 09:42:54,Payments,Interest Income,13.43,4.7
TXN0018479,CUST002418,2025-01-21 18:37:16,Payments,Interest Income,13.67,11.43
TXN0018480,CUST007444,2025-01-09 02:12:38,Savings,Interchange,35.2,19.74
TXN0018481,CUST007078,2025-10-13 04:28:35,Credit,Fee,6.93,1.24
TXN0018482,CUST011859,2025-08-24 03:21:58,Payments,Fee,4.83,0.0
TXN0018483,CUST004239,2025-10-30 09:58:28,Credit,Fee,22.19,7.49
TXN0018484,CUST011022,2025-10-14 20:32:18,Payments,Interest Expense,7.76,8.52
TXN0018485,CUST007666,2025-08-25 00:26:41,Payments,Fee,7.88,3.54
TXN0018486,CUST009228,2026-08-11 11:52:54,Savings,Fee,9.67,8.83
TXN0018487,CUST002010,2025-09-29 16:38:47,Payments,Other,1.2,0.0
TXN0018488,CUST003804,2025-11-27 20:52:33,Payments,Fee,21.79,10.45
TXN0018489,CUST004837,2025-09-07 23:26:30,Payments,Fee,24.38,1.46
TXN0018490,CUST006461,2025-08-05 16:16:21,Credit,FX,13.16,0.0
TXN0018491,CUST003086,2026-01-27 18:37:05,Payments,Fee,20.52,6.34
TXN0018492,CUST001643,2025-11-26 11:00:25,Payments,Interchange,38.73,1.77
TXN0018493,CUST009411,2025-03-09 03:02:49,Payments,Interchange,19.77,9.02
TXN0018494,CUST011177,2025-03-31 06:25:23,Savings,Interest Income,11.61,11.02
TXN0018495,CUST004363,2025-10-25 19:42:31,Credit,Fee,11.41,5.44
TXN0018496,CUST009738,2026-07-24 02:47:43,Savings,Interest Expense,-5.0,16.25
TXN0018497,CUST008709,2025-03-19 06:33:19,Payments,FX,16.74,3.93
TXN0018498,CUST004965,2026-03-23 11:59:26,Payments,Fee,-5.0,4.2
TXN0018499,CUST004206,2025-02-23 22:11:57,Payments,Interest Income,27.71,0.0
TXN0018500,CUST007811,2025-03-16 13:37:50,Savings,Interest Income,6.19,10.73
TXN0018501,CUST009360,2025-01-14 13:24:00,Payments,Interest Expense,31.17,10.88
TXN0018502,CUST007493,2025-05-01 19:24:51,Payments,FX,-5.0,7.29
TXN0018503,CUST005895,2026-04-26 15:05:13,Credit,Interest Income,20.61,7.05
TXN0018504,CUST009256,2026-04-27 10:46:12,Payments,Interest Income,-1.27,1.48
TXN0018505,CUST011047,2025-02-18 01:25:45,Payments,Other,36.85,4.28
TXN0018506,CUST009092,2026-04-14 21:29:01,Credit,Fee,10.67,9.26
TXN0018507,CUST002331,2025-02-13 02:44:11,Payments,Other,8.36,0.31
TXN0018508,CUST007308,2025-05-24 11:29:12,Payments,Interchange,41.16,10.83
TXN0018509,CUST009587,2026-01-30 16:00:33,Payments,Interchange,29.1,5.74
TXN0018510,CUST002563,2025-12-20 06:15:14,Payments,Fee,12.21,8.71
TXN0018511,CUST006199,2025-05-26 14:03:44,Credit,Interest Expense,-3.48,0.0
TXN0018512,CUST008727,2025-07-20 21:26:13,Payments,Interchange,-5.0,3.33
TXN0018513,CUST007656,2025-09-18 16:29:46,Payments,Interchange,18.3,7.43
TXN0018514,CUST009153,2025-08-08 01:54:21,Credit,Interest Expense,-2.48,2.2
TXN0018515,CUST005316,2026-02-09 21:47:09,Payments,Interest Income,17.04,15.2
TXN0018516,CUST009773,2025-10-30 11:18:05,Payments,Interchange,19.49,1.85
TXN0018517,CUST001114,2025-02-20 03:44:04,Savings,Interest Income,2.12,12.63
TXN0018518,CUST003271,2025-01-10 23:43:48,Savings,Fee,14.25,18.13
TXN0018519,CUST007175,2025-03-25 15:05:13,Payments,Interest Income,38.72,0.38
TXN0018520,CUST005155,2025-10-27 22:07:20,Payments,Fee,9.14,0.0
TXN0018521,CUST002117,2026-02-15 23:12:56,Payments,Interest Income,-2.68,4.01
TXN0018522,CUST010238,2025-12-28 11:16:45,Credit,Interest Income,8.4,13.56
TXN0018523,CUST006647,2025-05-01 10:25:09,Payments,Fee,13.44,0.42
TXN0018524,CUST008942,2026-06-01 19:32:05,Payments,Interest Expense,2.21,5.11
TXN0018525,CUST011830,2026-04-13 09:55:01,Credit,Other,29.78,0.58
TXN0018526,CUST006104,2025-05-17 11:00:05,Payments,Other,21.11,0.0
TXN0018527,CUST001075,2025-04-23 19:29:29,Savings,Interchange,-5.0,12.79
TXN0018528,CUST005111,2026-02-14 20:51:03,Savings,FX,24.55,11.52
TXN0018529,CUST000887,2025-07-19 08:45:02,Credit,Other,32.68,0.0
TXN0018530,CUST006339,2026-03-28 17:20:28,Payments,Interchange,5.88,6.72
TXN0018531,CUST002283,2025-11-08 13:31:57,Credit,Interchange,38.21,5.74
TXN0018532,CUST008178,2025-12-28 07:22:54,Credit,Interest Income,0.21,2.38
TXN0018533,CUST010332,2026-01-12 00:34:54,Credit,Fee,-2.34,5.3
TXN0018534,CUST000361,2025-12-22 12:50:48,Credit,Interest Income,20.88,14.98
TXN0018535,CUST011585,2025-07-25 05:48:11,Credit,Other,6.46,7.18
TXN0018536,CUST005926,2026-08-05 01:49:16,Payments,Other,-5.0,0.54
TXN0018537,CUST011958,2025-09-29 17:28:03,Savings,Interchange,21.57,7.78
TXN0018538,CUST006438,2025-01-02 19:37:55,Payments,Interest Expense,2.31,4.68
TXN0018539,CUST005750,2026-02-08 18:46:41,Payments,Interest Income,10.43,1.83
TXN0018540,CUST010380,2025-07-26 06:17:54,Savings,FX,2.62,13.54
TXN0018541,CUST003759,2025-08-10 14:21:05,Credit,Interest Income,25.98,5.4
TXN0018542,CUST003073,2025-02-05 04:24:11,Savings,FX,7.42,3.36
TXN0018543,CUST004374,2025-03-23 01:26:22,Payments,Fee,25.76,0.0
TXN0018544,CUST005875,2025-06-22 08:31:51,Credit,Fee,7.69,6.23
TXN0018545,CUST007725,2026-04-20 18:06:23,Savings,Interest Expense,-3.58,2.91
TXN0018546,CUST007710,2025-11-24 02:18:03,Credit,Interest Income,25.77,6.46
TXN0018547,CUST000847,2026-05-07 09:50:12,Credit,Interchange,29.97,0.0
TXN0018548,CUST006993,2026-02-04 21:32:26,Payments,Interchange,-5.0,10.97
TXN0018549,CUST005375,2025-04-17 10:42:06,Payments,Interchange,25.54,6.31
TXN0018550,CUST010078,2025-08-23 04:59:05,Savings,Interchange,27.51,4.59
TXN0018551,CUST008968,2026-03-05 18:26:24,Payments,Interchange,14.3,0.01
TXN0018552,CUST010263,2026-05-14 17:11:00,Payments,Interchange,-5.0,21.11
TXN0018553,CUST004149,2025-03-22 00:10:25,Payments,Fee,11.84,6.25
TXN0018554,CUST004826,2025-07-17 18:28:19,Savings,FX,18.01,1.12
TXN0018555,CUST001437,2026-03-12 13:21:20,Credit,Fee,37.53,0.0
TXN0018556,CUST007055,2025-06-21 10:48:28,Credit,Fee,19.89,7.29
TXN0018557,CUST009056,2025-06-19 10:27:53,Savings,Fee,5.57,4.38
TXN0018558,CUST011442,2025-03-03 15:32:42,Credit,Interchange,15.47,7.25
TXN0018559,CUST004977,2025-03-23 04:26:51,Credit,Interchange,35.15,11.38
TXN0018560,CUST009113,2026-01-15 08:58:33,Savings,Fee,-2.49,14.62
TXN0018561,CUST005296,2025-12-06 22:54:48,Credit,Other,5.15,2.69
TXN0018562,CUST010734,2026-06-19 13:07:33,Credit,Fee,17.54,7.03
TXN0018563,CUST005776,2026-08-13 21:02:13,Credit,Interchange,13.83,0.0
TXN0018564,CUST006275,2026-02-08 09:27:58,Savings,Interchange,-0.2,6.86
TXN0018565,CUST009830,2026-02-20 03:55:45,Payments,FX,29.65,0.0
TXN0018566,CUST008615,2026-03-01 17:34:50,Payments,Interchange,27.0,13.9
TXN0018567,CUST000310,2025-03-24 01:08:43,Savings,Interest Income,4.09,10.28
TXN0018568,CUST004870,2025-05-05 10:12:39,Payments,FX,24.99,4.02
TXN0018569,CUST008265,2025-09-24 07:36:00,Credit,FX,25.09,2.31
TXN0018570,CUST000723,2025-10-04 18:21:12,Payments,Fee,-4.0,4.15
TXN0018571,CUST001823,2025-05-31 05:03:54,Savings,Interchange,23.82,2.4
TXN0018572,CUST009377,2025-07-26 15:43:27,Payments,Interest Income,15.4,11.49
TXN0018573,CUST003486,2025-04-25 11:51:27,Credit,Interchange,16.24,1.24
TXN0018574,CUST009372,2025-05-08 02:22:55,Payments,Fee,-5.0,8.54
TXN0018575,CUST011348,2026-01-27 03:29:23,Credit,Interest Income,20.05,3.28
TXN0018576,CUST005810,2026-07-13 15:52:11,Savings,FX,19.03,11.94
TXN0018577,CUST007066,2025-10-30 11:05:56,Savings,Interest Income,5.45,1.55
TXN0018578,CUST008798,2026-01-12 23:53:10,Payments,Other,5.41,3.44
TXN0018579,CUST007329,2026-07-11 05:32:56,Credit,Other,32.35,11.03
TXN0018580,CUST002344,2025-03-10 13:41:54,Payments,Interchange,14.43,0.0
TXN0018581,CUST009867,2026-03-08 11:13:45,Payments,Interest Income,24.95,6.35
TXN0018582,CUST007008,2025-07-19 15:26:53,Credit,Interest Income,26.16,0.31
TXN0018583,CUST010047,2025-06-30 21:17:28,Savings,Other,14.85,1.76
TXN0018584,CUST008791,2025-02-20 20:44:52,Payments,Interest Income,11.76,0.48
TXN0018585,CUST009415,2025-11-20 15:57:45,Credit,Fee,0.86,1.58
TXN0018586,CUST009161,2025-05-01 23:35:21,Savings,Fee,24.72,4.05
TXN0018587,CUST008605,2025-01-14 13:20:46,Payments,Fee,-5.0,0.71
TXN0018588,CUST002919,2025-01-21 10:57:32,Payments,Interest Income,6.0,1.99
TXN0018589,CUST006129,2026-02-18 03:59:29,Credit,Other,5.58,4.78
TXN0018590,CUST002458,2025-04-08 03:58:10,Savings,Interchange,21.94,1.58
TXN0018591,CUST004057,2026-07-30 01:42:04,Payments,Fee,10.07,0.52
TXN0018592,CUST004313,2025-05-11 20:01:20,Payments,Fee,18.42,7.17
TXN0018593,CUST003919,2025-05-06 06:41:08,Credit,Fee,-5.0,1.77
TXN0018594,CUST002391,2025-02-06 02:47:44,Payments,Interchange,12.28,11.59
TXN0018595,CUST010188,2026-05-16 22:05:58,Payments,Other,10.02,0.0
TXN0018596,CUST004082,2025-03-20 07:18:34,Payments,FX,11.8,0.0
TXN0018597,CUST006832,2025-07-12 06:36:58,Payments,Interchange,26.54,5.1
TXN0018598,CUST009295,2025-10-05 23:16:04,Credit,Fee,-5.0,0.0
TXN0018599,CUST006128,2026-02-07 18:02:16,Payments,FX,15.0,13.79
TXN0018600,CUST009400,2026-05-18 02:04:47,Savings,Fee,3.26,4.05
TXN0018601,CUST003151,2026-06-26 07:43:33,Payments,Other,22.52,6.62
TXN0018602,CUST008724,2026-08-24 11:10:09,Savings,Interest Income,1.35,6.29
TXN0018603,CUST009584,2026-01-16 13:26:57,Payments,Interchange,14.43,5.45
TXN0018604,CUST003443,2026-03-22 15:45:04,Credit,Interest Income,12.04,5.5
TXN0018605,CUST004111,2025-01-30 06:54:36,Credit,Interest Income,-1.22,4.79
TXN0018606,CUST007720,2025-11-01 00:39:14,Savings,Other,-5.0,13.96
TXN0018607,CUST010538,2026-01-19 16:19:06,Payments,FX,19.19,1.98
TXN0018608,CUST008889,2025-11-17 08:57:26,Payments,Other,13.42,11.0
TXN0018609,CUST010915,2025-02-19 00:52:24,Credit,Interchange,21.4,0.0
TXN0018610,CUST003825,2025-07-10 08:02:58,Payments,Interest Income,17.2,4.69
TXN0018611,CUST003263,2025-05-17 23:43:58,Credit,Interchange,8.47,13.23
TXN0018612,CUST000247,2025-12-09 11:32:03,Payments,Fee,34.07,0.0
TXN0018613,CUST007000,2025-03-05 00:35:58,Payments,Interest Expense,9.6,5.91
TXN0018614,CUST006315,2025-04-26 05:06:30,Savings,Interchange,0.7,0.0
TXN0018615,CUST002685,2025-03-05 07:09:46,Payments,Other,14.9,1.52
TXN0018616,CUST010514,2026-07-06 04:32:17,Payments,FX,47.13,7.51
TXN0018617,CUST011892,2026-07-23 18:29:59,Payments,Fee,27.1,1.4
TXN0018618,CUST008984,2025-12-09 12:45:24,Payments,Fee,-3.59,6.74
TXN0018619,CUST004632,2025-07-27 05:54:55,Payments,Interest Expense,14.79,9.36
TXN0018620,CUST000318,2025-07-25 19:31:08,Payments,Interest Income,25.81,2.05
TXN0018621,CUST002391,2026-06-09 12:17:03,Credit,Interchange,12.87,2.55
TXN0018622,CUST001629,2026-01-10 22:58:27,Credit,Fee,4.77,5.86
TXN0018623,CUST004820,2025-07-02 17:42:32,Savings,Interest Income,-5.0,5.98
TXN0018624,CUST011402,2026-02-21 05:27:51,Payments,Interchange,9.22,8.56
TXN0018625,CUST001275,2025-01-16 04:04:43,Credit,Interest Income,-3.94,1.33
TXN0018626,CUST006127,2026-08-22 02:06:17,Savings,Fee,14.72,10.63
TXN0018627,CUST007731,2025-06-18 18:12:46,Payments,Interest Expense,8.75,8.06
TXN0018628,CUST002144,2025-03-07 05:07:12,Payments,Interchange,4.67,0.0
TXN0018629,CUST011857,2025-06-16 04:52:11,Savings,Interest Expense,4.36,7.07
TXN0018630,CUST009198,2026-02-23 12:12:09,Credit,Interchange,18.67,0.39
TXN0018631,CUST001308,2025-04-08 16:36:13,Payments,FX,4.24,7.72
TXN0018632,CUST011273,2026-01-05 08:04:31,Payments,Interest Income,35.42,14.46
TXN0018633,CUST001888,2026-03-29 09:56:09,Payments,FX,-5.0,5.4
TXN0018634,CUST007314,2025-04-02 00:48:15,Credit,Interchange,11.5,8.25
TXN0018635,CUST005333,2026-02-20 05:23:12,Credit,Interest Income,16.15,10.19
TXN0018636,CUST006526,2025-07-28 09:10:06,Payments,Interchange,18.28,4.73
TXN0018637,CUST003716,2026-04-30 08:50:33,Payments,Fee,17.1,4.68
TXN0018638,CUST002710,2025-09-14 11:42:29,Savings,Interest Income,27.67,3.6
TXN0018639,CUST000229,2025-01-13 16:58:39,Savings,Fee,30.86,9.69
TXN0018640,CUST003430,2026-03-22 17:45:40,Credit,FX,29.02,7.59
TXN0018641,CUST000923,2025-02-05 01:28:43,Savings,Fee,6.48,10.79
TXN0018642,CUST003966,2026-01-15 01:19:23,Credit,Interchange,7.55,0.0
TXN0018643,CUST008935,2026-08-29 04:28:01,Credit,Fee,21.52,3.65
TXN0018644,CUST004268,2026-04-24 21:03:02,Savings,Interest Income,14.85,8.85
TXN0018645,CUST009223,2026-06-21 09:38:09,Payments,Interest Expense,29.67,7.66
TXN0018646,CUST006926,2026-08-10 14:54:18,Credit,Interest Expense,3.83,3.47
TXN0018647,CUST008751,2025-01-16 13:31:52,Payments,Interchange,-5.0,13.81
TXN0018648,CUST006499,2025-01-14 09:42:02,Savings,Fee,9.29,2.67
TXN0018649,CUST004255,2026-06-21 13:35:16,Payments,Fee,0.91,10.62
TXN0018650,CUST007034,2026-06-24 19:49:06,Savings,Other,21.3,11.19
TXN0018651,CUST007801,2026-02-04 17:29:15,Payments,Interest Income,36.32,0.0
TXN0018652,CUST004334,2026-01-07 10:00:42,Credit,Fee,15.33,0.0
TXN0018653,CUST010380,2025-04-23 01:30:57,Payments,Interest Income,17.31,10.04
TXN0018654,CUST007356,2025-09-20 21:25:37,Payments,Fee,22.48,0.0
TXN0018655,CUST009260,2025-06-06 11:45:41,Credit,Interest Expense,24.84,0.66
TXN0018656,CUST004293,2025-12-10 03:25:02,Savings,Other,15.15,7.27
TXN0018657,CUST004077,2026-06-06 21:36:19,Payments,Fee,23.24,1.06
TXN0018658,CUST009468,2025-08-21 22:33:38,Savings,Interest Income,4.09,2.92
TXN0018659,CUST004064,2025-08-10 19:18:49,Payments,FX,31.65,8.02
TXN0018660,CUST005971,2026-04-20 14:24:03,Savings,Interchange,-3.93,7.24
TXN0018661,CUST009226,2025-03-15 11:54:01,Payments,Interest Income,7.04,3.31
TXN0018662,CUST003339,2026-08-24 07:08:57,Savings,Interchange,15.47,0.0
TXN0018663,CUST005669,2025-03-12 21:05:30,Payments,Interest Income,10.0,4.37
TXN0018664,CUST010742,2026-01-19 01:50:25,Credit,FX,18.57,0.0
TXN0018665,CUST001810,2025-09-14 16:13:20,Payments,Interchange,20.05,7.28
TXN0018666,CUST001895,2025-02-13 03:44:28,Savings,Interest Expense,47.11,1.17
TXN0018667,CUST006380,2025-07-01 13:44:59,Payments,Interest Expense,26.17,10.3
TXN0018668,CUST001930,2025-02-28 05:31:59,Payments,Fee,24.7,9.22
TXN0018669,CUST001158,2025-09-05 12:08:23,Payments,FX,26.09,3.07
TXN0018670,CUST004106,2025-03-09 10:38:28,Credit,Interest Expense,6.25,3.35
TXN0018671,CUST010883,2025-01-06 20:19:10,Savings,Interchange,-2.98,0.0
TXN0018672,CUST010254,2025-02-17 07:22:17,Savings,Interest Expense,37.81,2.28
TXN0018673,CUST008524,2025-02-20 23:41:53,Credit,Fee,30.98,0.0
TXN0018674,CUST000765,2025-01-28 21:43:11,Payments,Interchange,26.12,5.54
TXN0018675,CUST000889,2026-08-13 15:13:17,Payments,Fee,18.08,11.24
TXN0018676,CUST007832,2025-09-19 22:03:24,Payments,Interchange,2.41,5.88
TXN0018677,CUST011524,2026-07-26 06:56:25,Savings,Fee,10.94,4.94
TXN0018678,CUST005068,2025-08-19 11:57:45,Payments,Other,19.57,9.66
TXN0018679,CUST000989,2026-04-10 05:17:44,Credit,Other,3.48,0.84
TXN0018680,CUST002437,2025-10-05 06:12:08,Payments,Fee,34.85,2.79
TXN0018681,CUST004889,2025-03-07 14:43:27,Savings,Interchange,-5.0,1.37
TXN0018682,CUST003949,2025-07-03 06:10:12,Payments,Other,-5.0,12.27
TXN0018683,CUST004043,2026-05-07 01:48:42,Savings,Fee,28.26,11.03
TXN0018684,CUST003561,2025-01-01 09:33:47,Payments,Interest Expense,14.01,0.07
TXN0018685,CUST001500,2026-06-01 05:54:19,Payments,FX,5.18,13.0
TXN0018686,CUST003112,2025-06-24 04:03:02,Credit,Interest Income,10.95,7.1
TXN0018687,CUST002590,2025-01-09 08:19:23,Savings,Interest Income,-0.47,0.0
TXN0018688,CUST008096,2026-05-08 11:00:00,Payments,Fee,20.98,5.44
TXN0018689,CUST011053,2025-11-11 17:38:04,Payments,Interchange,28.5,0.0
TXN0018690,CUST005541,2025-10-31 13:34:28,Payments,Other,14.36,0.96
