loan_id,customer_id,origination_date,original_amount,outstanding_balance,days_past_due,risk_band
LOAN0001658,CUST001483,2023-12-20 12:22:13,16052.62,2937.57,0,Low
LOAN0001659,CUST007708,2026-01-19 02:48:14,6119.21,3057.87,45,Very High
LOAN0001660,CUST005223,2024-01-13 03:33:46,6957.02,5911.5,60,Medium
LOAN0001661,CUST001782,2025-09-27 15:40:11,7755.72,2297.56,0,Low
LOAN0001662,CUST011527,2024-09-18 05:10:42,5603.24,3618.12,0,Very High
LOAN0001663,CUST008466,2026-07-28 18:52:22,4642.49,4403.49,0,High
LOAN0001664,CUST001065,2024-12-18 20:08:06,16104.12,5209.4,0,Low
LOAN0001665,CUST005015,2023-08-01 06:08:51,18056.16,7896.53,0,High
LOAN0001666,CUST000516,2025-10-24 12:24:49,5028.46,859.0,5,Medium
LOAN0001667,CUST009332,2024-01-28 06:33:13,3929.98,3393.0,0,High
LOAN0001668,CUST011165,2023-07-08 20:17:25,19709.62,8132.57,0,Low
LOAN0001669,CUST003261,2024-11-13 06:29:31,5851.54,5050.87,0,Low
LOAN0001670,CUST008331,2023-05-02 02:34:16,10669.23,5114.0,5,Low
LOAN0001671,CUST010129,2024-12-04 16:07:27,8789.48,2438.32,0,High
LOAN0001672,CUST004098,2026-04-27 14:23:43,17595.85,8992.07,0,Low
LOAN0001673,CUST002825,2025-02-02 11:22:45,4104.0,1719.69,0,Medium
LOAN0001674,CUST001140,2025-06-07 16:42:28,13558.35,10845.67,30,Medium
LOAN0001675,CUST008710,2025-01-11 19:30:30,10356.86,4814.6,45,Medium
LOAN0001676,CUST001897,2025-02-04 20:09:52,4786.07,1252.7,0,Medium
LOAN0001677,CUST005340,2023-12-10 08:47:39,8589.86,1646.47,15,Very High
LOAN0001678,CUST011412,2025-06-19 11:45:45,14877.16,12294.79,0,Low
LOAN0001679,CUST009858,2025-01-21 23:32:03,17958.72,14629.17,0,Low
LOAN0001680,CUST007869,2026-02-21 01:09:33,10852.25,8074.43,0,Low
LOAN0001681,CUST010077,2026-02-28 03:46:38,10942.17,5976.94,30,Low
LOAN0001682,CUST009721,2026-03-15 23:30:33,25478.41,12958.93,0,High
LOAN0001683,CUST010490,2026-06-08 17:31:04,9471.59,8485.87,0,Low
LOAN0001684,CUST002471,2024-11-20 00:09:16,15186.64,5541.03,0,Medium
LOAN0001685,CUST000631,2024-07-22 08:58:57,18634.49,2269.95,0,High
LOAN0001686,CUST000698,2024-03-09 04:13:19,7818.13,1223.91,0,High
LOAN0001687,CUST006811,2023-06-07 04:50:02,3000.0,631.08,0,Low
LOAN0001688,CUST011797,2023-07-07 05:13:22,5831.09,1697.43,0,Medium
LOAN0001689,CUST008082,2023-10-06 05:55:26,7122.48,2224.03,0,Low
LOAN0001690,CUST004592,2025-05-09 15:46:59,13863.02,6006.65,0,Low
LOAN0001691,CUST000573,2024-08-14 20:46:42,9362.36,2834.14,0,Low
LOAN0001692,CUST011593,2025-06-12 13:55:17,10272.04,1588.71,45,Medium
LOAN0001693,CUST009430,2023-12-20 21:42:12,14369.57,7774.57,0,Low
LOAN0001694,CUST008127,2023-11-03 00:44:38,10011.11,2347.58,5,Low
LOAN0001695,CUST000854,2024-10-17 22:37:48,6468.18,4754.59,90,High
LOAN0001696,CUST001163,2024-11-14 08:08:48,5577.87,3700.96,0,Medium
LOAN0001697,CUST010483,2024-06-23 17:47:02,15438.86,11921.15,5,Low
LOAN0001698,CUST000221,2025-01-27 10:19:52,3289.5,2034.76,0,Low
LOAN0001699,CUST002413,2024-01-29 00:07:17,3329.0,2983.7,15,Low
LOAN0001700,CUST001570,2025-02-22 19:30:15,9638.61,2729.07,0,High
LOAN0001701,CUST003499,2025-12-23 07:58:14,4520.13,2357.95,15,Very High
LOAN0001702,CUST003137,2024-10-29 11:23:23,11409.78,3064.94,0,Low
LOAN0001703,CUST000664,2025-10-16 21:07:49,6472.05,3041.87,0,High
LOAN0001704,CUST002711,2025-06-30 02:06:50,9058.62,6454.26,0,Medium
LOAN0001705,CUST009828,2024-01-13 17:11:39,7259.94,608.72,0,Medium
LOAN0001706,CUST005785,2024-05-01 10:02:46,3000.0,373.85,15,High
LOAN0001707,CUST000613,2025-01-13 19:28:51,18634.98,3122.62,0,Medium
LOAN0001708,CUST004938,2024-08-27 15:51:46,5194.07,1699.77,0,High
LOAN0001709,CUST003359,2023-07-14 07:46:40,11286.87,9168.87,15,Medium
LOAN0001710,CUST001575,2026-07-25 23:43:31,7126.42,2139.48,0,Very High
LOAN0001711,CUST005664,2023-04-01 21:58:17,11713.14,9284.96,0,Low
LOAN0001712,CUST003971,2024-07-02 07:58:21,24936.76,23885.41,0,Low
LOAN0001713,CUST008818,2026-05-16 18:06:46,8801.67,3657.26,0,Medium
LOAN0001714,CUST005588,2026-05-29 05:38:07,11608.25,6389.76,0,Low
LOAN0001715,CUST002991,2026-06-15 10:23:12,8474.85,3959.44,0,Low
LOAN0001716,CUST002804,2024-11-30 22:07:23,9064.04,4369.58,0,Low
LOAN0001717,CUST009885,2023-09-24 21:02:18,16315.59,2814.18,0,Low
LOAN0001718,CUST003452,2025-09-19 05:27:42,3006.56,1900.39,0,Medium
LOAN0001719,CUST005927,2025-12-03 08:11:26,9079.63,704.43,0,Low
LOAN0001720,CUST009987,2024-09-13 10:29:43,9174.16,2368.92,0,Low
LOAN0001721,CUST009215,2025-11-03 03:02:05,10279.49,7334.44,0,Low
LOAN0001722,CUST010231,2025-04-30 22:54:45,8696.19,4984.31,0,Medium
LOAN0001723,CUST005524,2023-08-29 14:14:56,7296.15,6218.68,0,Low
LOAN0001724,CUST007533,2026-03-31 12:00:28,19070.65,13627.98,5,Low
LOAN0001725,CUST001696,2025-01-08 10:43:26,3646.76,1050.08,5,Medium
LOAN0001726,CUST000762,2024-10-31 00:48:26,9884.04,2826.33,60,Low
LOAN0001727,CUST005025,2026-04-19 14:29:55,6261.08,5717.13,0,High
LOAN0001728,CUST006805,2023-07-25 12:44:13,13436.11,3436.47,15,High
LOAN0001729,CUST011161,2023-08-05 10:33:09,11158.61,8488.94,0,Very High
LOAN0001730,CUST003655,2026-05-26 05:12:30,3000.0,1866.64,0,Medium
LOAN0001731,CUST002735,2024-05-02 13:02:35,5777.25,1884.25,5,Medium
LOAN0001732,CUST007162,2024-03-16 04:25:16,7152.66,5317.2,0,Medium
LOAN0001733,CUST003062,2025-11-26 09:58:51,11062.09,2307.67,0,Low
LOAN0001734,CUST005524,2026-01-20 13:07:17,3000.0,770.29,30,Low
LOAN0001735,CUST001194,2024-12-31 07:39:15,16374.41,3313.79,15,Low
LOAN0001736,CUST006313,2024-09-02 11:05:16,47960.71,42423.92,0,Low
LOAN0001737,CUST010280,2024-01-30 06:40:22,3000.0,874.67,0,Low
LOAN0001738,CUST007100,2024-08-02 09:10:18,9072.77,3205.67,60,Medium
LOAN0001739,CUST000871,2025-10-16 17:03:08,14073.51,11951.25,0,Medium
LOAN0001740,CUST008735,2025-12-10 16:48:12,3413.0,810.25,0,Medium
LOAN0001741,CUST004709,2024-05-27 12:12:32,8995.35,4663.34,15,Low
LOAN0001742,CUST002068,2023-04-07 20:12:32,18338.44,5739.3,45,Low
LOAN0001743,CUST002602,2026-06-28 03:01:13,5947.49,4787.87,0,Low
LOAN0001744,CUST006267,2026-06-03 21:33:39,4433.05,2324.26,30,Low
LOAN0001745,CUST002688,2024-09-02 13:04:54,17224.23,2529.76,0,Low
LOAN0001746,CUST007752,2025-12-15 10:56:56,11115.53,5821.88,5,Low
LOAN0001747,CUST008146,2026-04-07 22:22:23,6366.0,1582.71,0,Low
LOAN0001748,CUST005867,2025-02-06 04:45:00,6598.98,4116.09,0,Medium
LOAN0001749,CUST006514,2024-06-12 19:16:21,10005.2,6256.52,0,Low
LOAN0001750,CUST002534,2026-03-15 14:31:45,5208.16,664.4,0,Low
LOAN0001751,CUST009579,2023-11-15 01:17:55,3432.03,2679.0,30,Low
LOAN0001752,CUST006114,2025-07-13 05:22:17,8076.95,6531.38,45,Low
LOAN0001753,CUST002590,2024-08-15 11:43:15,3859.68,389.57,30,Low
LOAN0001754,CUST006694,2025-02-23 08:04:59,3000.0,2369.36,0,Low
LOAN0001755,CUST005833,2025-08-12 00:11:28,3816.1,3560.08,0,Low
LOAN0001756,CUST010097,2026-07-24 14:52:02,9549.17,928.16,0,High
LOAN0001757,CUST003256,2025-09-15 18:37:21,16884.74,11766.56,0,High
LOAN0001758,CUST010000,2025-04-01 00:19:41,7731.89,3642.63,0,Medium
LOAN0001759,CUST001413,2026-02-21 08:03:44,5876.84,2579.77,0,High
LOAN0001760,CUST000144,2025-06-19 16:57:59,4011.97,1370.83,45,Medium
LOAN0001761,CUST007474,2025-03-21 19:45:08,10137.08,8914.92,30,Medium
LOAN0001762,CUST003838,2025-10-14 15:08:10,7512.88,3516.64,0,Low
LOAN0001763,CUST000354,2024-06-17 17:54:50,18191.74,15871.83,0,Low
LOAN0001764,CUST007376,2024-09-29 11:36:28,7321.66,1680.77,15,Medium
LOAN0001765,CUST006321,2025-10-11 16:39:40,10999.91,1385.14,0,Medium
LOAN0001766,CUST008430,2024-12-28 18:17:01,3155.8,1140.78,0,Low
LOAN0001767,CUST007181,2025-06-06 17:03:00,6914.25,5517.21,0,High
LOAN0001768,CUST000732,2025-10-02 03:58:53,4497.43,1876.49,45,High
LOAN0001769,CUST009948,2026-04-23 19:45:45,4460.1,3559.16,0,Low
LOAN0001770,CUST010969,2025-10-12 07:44:46,7720.63,5531.15,0,Low
LOAN0001771,CUST002699,2026-07-05 01:55:43,11881.87,8003.17,0,Medium
LOAN0001772,CUST010434,2026-01-28 21:38:59,13147.64,8222.09,5,Low
LOAN0001773,CUST002030,2024-08-31 04:12:30,8303.55,1752.51,0,Low
LOAN0001774,CUST007327,2025-05-02 03:56:19,19051.61,5540.25,0,Medium
LOAN0001775,CUST007987,2023-04-21 05:47:47,10937.73,8082.2,0,Low
LOAN0001776,CUST009654,2026-03-05 09:09:19,9162.06,6170.96,60,Medium
LOAN0001777,CUST000484,2025-07-03 10:59:31,8092.95,5320.21,0,Very High
LOAN0001778,CUST003467,2023-07-26 22:55:24,9938.01,9310.16,45,Medium
LOAN0001779,CUST009568,2024-07-02 01:14:36,7358.74,1220.07,120,High
LOAN0001780,CUST010449,2023-03-27 03:43:17,5117.65,3310.05,5,High
LOAN0001781,CUST011771,2024-11-24 18:11:56,21611.81,13111.71,0,Low
LOAN0001782,CUST000388,2026-02-23 12:19:50,13187.73,8724.58,15,Medium
LOAN0001783,CUST005171,2024-08-29 04:51:02,9082.87,6209.82,0,Low
LOAN0001784,CUST009447,2023-04-02 21:44:48,14081.04,3433.78,0,Very High
LOAN0001785,CUST006838,2026-07-06 13:18:01,14453.65,9050.01,15,Low
LOAN0001786,CUST003565,2024-08-26 15:48:06,8501.04,7480.83,0,Very High
LOAN0001787,CUST000992,2023-09-14 10:46:01,19771.06,11191.22,0,Low
LOAN0001788,CUST000903,2026-02-04 08:58:22,32602.18,21249.5,0,Low
LOAN0001789,CUST003763,2023-02-02 22:20:52,3696.59,643.03,5,Medium
LOAN0001790,CUST010881,2023-01-27 16:09:25,13496.56,3231.06,15,Medium
LOAN0001791,CUST011782,2024-04-04 07:33:43,3255.44,1685.99,0,Low
LOAN0001792,CUST008701,2026-02-24 10:47:38,19377.45,16374.62,0,Low
LOAN0001793,CUST006116,2026-04-12 08:06:38,5938.67,2989.02,0,Very High
LOAN0001794,CUST011072,2023-12-11 08:34:49,13895.39,1629.09,0,Low
LOAN0001795,CUST003150,2023-06-24 00:31:44,5316.41,4560.19,15,Medium
LOAN0001796,CUST008587,2024-06-28 00:20:48,13413.51,2957.59,5,High
LOAN0001797,CUST011409,2023-12-26 21:55:26,8651.47,1917.44,30,High
LOAN0001798,CUST000580,2025-01-10 00:19:07,3388.58,2292.33,0,High
LOAN0001799,CUST010919,2023-05-16 06:28:22,11077.89,7157.86,0,Low
LOAN0001800,CUST008426,2023-04-13 13:46:27,8588.15,6942.73,0,High
LOAN0001801,CUST007583,2023-10-30 23:36:43,4308.99,3086.47,5,Medium
LOAN0001802,CUST005990,2026-04-12 19:00:08,5632.74,4481.72,15,High
LOAN0001803,CUST006970,2024-03-17 23:09:26,4248.74,3595.15,60,Low
LOAN0001804,CUST006242,2026-02-12 11:46:03,4564.27,3982.25,0,High
LOAN0001805,CUST000985,2023-12-23 00:09:08,4683.18,2200.33,0,High
LOAN0001806,CUST007586,2025-05-19 12:57:16,22399.94,14046.14,0,Low
LOAN0001807,CUST002176,2023-08-20 06:39:19,4964.53,551.91,0,Medium
LOAN0001808,CUST006936,2023-04-03 08:22:24,22843.37,10678.72,0,High
LOAN0001809,CUST007804,2025-09-20 10:33:00,6048.4,2661.48,0,High
LOAN0001810,CUST004090,2024-07-12 12:48:30,25980.46,19061.28,0,Low
LOAN0001811,CUST009387,2024-05-11 06:04:48,3037.36,2296.81,0,Medium
LOAN0001812,CUST010961,2025-09-05 22:12:25,5357.9,659.06,0,Medium
LOAN0001813,CUST002530,2024-08-30 11:57:11,29515.59,20904.92,0,Low
LOAN0001814,CUST004149,2026-06-20 19:35:14,7538.95,5873.96,0,Medium
LOAN0001815,CUST009650,2025-08-30 05:04:33,8038.79,5517.0,0,Medium
LOAN0001816,CUST005774,2023-10-21 03:07:11,3000.0,2753.17,0,Low
LOAN0001817,CUST002511,2024-05-05 19:49:22,4635.71,293.73,0,Low
LOAN0001818,CUST000316,2024-05-24 04:49:47,8366.92,5170.8,0,Medium
LOAN0001819,CUST011189,2024-01-06 11:02:59,6586.54,540.6,15,Very High
LOAN0001820,CUST011662,2023-01-02 04:56:19,11456.85,4753.42,0,Low
LOAN0001821,CUST004283,2024-08-17 12:20:08,10867.42,10087.72,45,Low
LOAN0001822,CUST003527,2024-02-02 15:56:38,19298.88,11593.79,0,Low
LOAN0001823,CUST004620,2023-04-19 02:43:06,8197.75,6040.41,0,Medium
LOAN0001824,CUST006607,2025-09-16 02:49:47,4148.4,3240.38,30,Low
LOAN0001825,CUST010724,2026-07-11 02:04:47,3532.27,718.06,0,Medium
LOAN0001826,CUST010585,2024-08-28 22:24:07,18783.12,3223.04,0,Medium
LOAN0001827,CUST004605,2026-07-06 03:14:55,5675.23,4072.7,0,Low
LOAN0001828,CUST008276,2025-12-15 19:47:59,32912.52,10688.08,0,Low
LOAN0001829,CUST008628,2024-09-01 10:34:29,8609.77,2015.63,0,Low
LOAN0001830,CUST011962,2026-01-28 19:24:40,12923.56,1741.51,0,Medium
LOAN0001831,CUST001738,2023-02-08 02:17:36,3000.0,1962.92,5,Low
LOAN0001832,CUST010349,2025-03-22 22:43:21,7601.91,6575.67,0,Low
LOAN0001833,CUST002163,2024-02-04 19:21:49,13340.11,9967.8,0,Low
LOAN0001834,CUST000215,2023-12-02 18:44:43,10286.66,5472.09,30,Low
LOAN0001835,CUST003245,2024-02-09 09:47:12,5140.26,1637.91,0,Low
LOAN0001836,CUST000860,2024-09-03 10:52:36,3228.31,1205.3,0,Medium
LOAN0001837,CUST004022,2023-12-03 05:43:35,17717.57,6076.74,0,High
LOAN0001838,CUST006837,2024-10-10 10:50:19,10573.65,2613.35,0,Medium
LOAN0001839,CUST006902,2024-07-24 02:03:36,5655.59,442.22,0,Low
LOAN0001840,CUST005826,2024-04-16 06:15:11,12928.05,7450.07,0,Low
LOAN0001841,CUST006748,2025-02-05 03:33:09,6862.46,2979.27,0,Medium
LOAN0001842,CUST001905,2025-12-02 08:20:38,17788.65,2840.13,15,Medium
LOAN0001843,CUST008356,2023-05-30 01:19:27,8032.83,2798.34,0,Low
LOAN0001844,CUST006462,2023-04-13 10:39:29,17735.66,5470.34,0,Low
LOAN0001845,CUST011308,2026-06-11 04:16:22,3000.0,2414.75,0,Medium
LOAN0001846,CUST008994,2024-06-29 03:12:35,9029.27,4137.61,0,Medium
LOAN0001847,CUST011599,2024-12-06 00:38:29,3000.0,718.0,15,Medium
LOAN0001848,CUST010228,2025-06-02 22:26:58,14917.29,4053.36,0,Medium
LOAN0001849,CUST007917,2024-06-01 12:36:52,5183.06,1404.65,15,Very High
LOAN0001850,CUST010916,2024-07-16 00:14:18,6767.87,4998.06,0,High
LOAN0001851,CUST001506,2024-01-29 08:36:28,3000.0,447.48,0,Very High
LOAN0001852,CUST000231,2024-02-03 17:10:57,8570.31,4501.13,0,Medium
LOAN0001853,CUST009453,2024-12-21 04:36:48,9396.37,7581.39,0,High
LOAN0001854,CUST001130,2024-09-19 23:17:15,11648.11,9463.43,0,Medium
LOAN0001855,CUST011984,2023-10-27 09:08:55,10204.83,1520.84,15,Medium
LOAN0001856,CUST000644,2024-07-20 17:15:37,3000.0,192.78,5,Medium
LOAN0001857,CUST005523,2026-04-05 15:32:29,9933.38,8722.73,0,Low
LOAN0001858,CUST010056,2024-12-28 15:39:04,6738.36,5716.8,0,Low
LOAN0001859,CUST006070,2026-05-23 20:31:40,4024.26,363.08,0,Low
LOAN0001860,CUST002721,2023-02-06 23:00:03,25555.56,6769.55,0,Low
LOAN0001861,CUST004336,2025-03-03 22:20:35,12875.96,7799.34,0,High
LOAN0001862,CUST006095,2023-01-21 13:09:27,3000.0,247.66,0,Low
LOAN0001863,CUST010957,2025-03-04 17:33:29,16651.79,15313.75,5,Low
LOAN0001864,CUST011983,2023-12-29 18:34:53,29151.12,20082.88,5,Low
LOAN0001865,CUST011059,2025-11-17 19:14:14,5403.52,3841.96,15,Medium
LOAN0001866,CUST002283,2025-10-31 08:38:35,5279.67,3989.0,0,Low
LOAN0001867,CUST002956,2025-08-01 04:40:21,14538.93,3361.5,15,High
LOAN0001868,CUST004704,2025-11-15 01:11:44,6171.58,3948.25,0,Medium
LOAN0001869,CUST002624,2024-02-02 09:29:23,8440.6,4387.92,0,Medium
LOAN0001870,CUST009541,2025-05-28 22:19:40,11773.97,2413.5,0,High
LOAN0001871,CUST008440,2025-06-16 10:54:04,6467.14,5834.44,15,Low
LOAN0001872,CUST007701,2024-04-06 12:02:44,9125.7,6106.7,0,Low
LOAN0001873,CUST006709,2023-02-21 19:02:12,26710.5,17484.35,0,Low
LOAN0001874,CUST011205,2025-05-15 10:03:22,15393.97,14790.87,0,High
LOAN0001875,CUST011359,2026-04-01 05:07:03,11354.43,9309.01,0,High
LOAN0001876,CUST010139,2026-07-12 00:55:37,3454.52,665.09,0,Low
LOAN0001877,CUST011666,2023-01-15 10:11:22,5672.47,894.84,5,High
LOAN0001878,CUST003046,2025-07-18 07:24:10,5790.48,951.83,0,Low
LOAN0001879,CUST006288,2023-09-06 12:59:59,6772.8,6222.8,0,Low
LOAN0001880,CUST006753,2024-10-14 18:07:28,30729.07,26474.81,30,Low
LOAN0001881,CUST009262,2024-03-06 08:50:40,17005.67,11663.03,5,Low
LOAN0001882,CUST011541,2024-05-14 12:47:27,3000.0,531.39,0,Low
LOAN0001883,CUST007447,2024-09-22 08:43:07,9926.82,3748.01,0,Medium
LOAN0001884,CUST001021,2024-08-14 10:12:53,3166.0,1395.48,0,Low
LOAN0001885,CUST004228,2023-02-05 11:55:34,14908.96,10474.28,0,Low
LOAN0001886,CUST001914,2024-07-12 07:36:29,3482.12,309.0,0,Low
LOAN0001887,CUST007684,2023-08-21 09:54:58,14858.06,2066.46,0,Low
LOAN0001888,CUST010444,2024-07-18 00:28:24,14585.43,6503.4,0,Medium
LOAN0001889,CUST010569,2025-04-30 12:51:39,6767.35,4129.3,0,Medium
LOAN0001890,CUST004846,2023-08-15 07:51:22,11411.68,7573.02,0,Low
LOAN0001891,CUST003804,2025-11-17 13:31:34,21623.03,11460.36,0,Medium
LOAN0001892,CUST005999,2023-08-26 05:49:36,10390.33,3883.66,15,Low
LOAN0001893,CUST001135,2025-06-01 04:09:48,9491.91,1547.58,0,Low
LOAN0001894,CUST001079,2024-05-19 13:58:42,7830.65,6435.35,30,Low
LOAN0001895,CUST007355,2024-04-08 21:26:21,4640.11,4060.46,0,Medium
LOAN0001896,CUST000443,2023-08-26 03:57:16,3000.0,197.21,0,Medium
LOAN0001897,CUST003733,2024-01-04 19:40:16,3825.82,1861.28,0,Low
LOAN0001898,CUST004606,2025-04-13 06:43:04,39805.38,30284.45,0,Low
LOAN0001899,CUST004533,2025-02-03 22:44:03,3000.0,1933.16,0,Medium
LOAN0001900,CUST000825,2023-08-16 12:25:03,10594.61,9017.41,0,Medium
LOAN0001901,CUST005432,2026-02-03 13:25:22,7216.08,2141.87,0,High
LOAN0001902,CUST010734,2026-01-07 01:10:01,3989.19,1368.06,30,Medium
LOAN0001903,CUST009835,2024-04-11 20:32:44,3000.0,1552.01,0,Low
LOAN0001904,CUST007411,2025-10-01 13:15:51,5268.43,466.27,120,Low
LOAN0001905,CUST001766,2025-11-19 10:22:12,12219.92,5712.96,0,Low
LOAN0001906,CUST010689,2025-04-14 08:09:08,10183.76,5131.52,0,High
LOAN0001907,CUST003297,2023-10-18 20:22:08,8301.26,4855.27,0,Low
LOAN0001908,CUST003648,2026-05-28 08:18:52,6748.35,2087.75,0,Low
LOAN0001909,CUST000153,2024-09-29 04:04:35,12488.57,6106.97,0,Low
LOAN0001910,CUST005682,2024-03-26 22:58:38,4034.04,544.87,30,High
LOAN0001911,CUST009022,2023-08-29 19:02:31,16405.97,13871.68,0,Low
LOAN0001912,CUST006030,2024-08-05 15:12:39,9514.97,3596.68,0,Low
LOAN0001913,CUST008632,2026-03-09 05:00:43,7417.7,6042.33,30,Medium
LOAN0001914,CUST011399,2025-03-27 17:39:38,9209.57,2629.27,0,Low
LOAN0001915,CUST001761,2025-01-12 08:18:57,7442.36,949.53,0,High
LOAN0001916,CUST010674,2024-12-11 05:44:25,3000.0,862.28,0,Low
LOAN0001917,CUST000698,2025-06-26 09:47:56,6442.93,607.54,0,Low
LOAN0001918,CUST003701,2025-11-29 01:56:22,7811.09,1214.19,30,Low
LOAN0001919,CUST004985,2025-08-12 13:35:33,6702.52,465.97,45,Low
LOAN0001920,CUST006167,2025-07-01 19:23:18,4202.93,3832.39,0,Low
LOAN0001921,CUST004151,2025-10-23 00:18:38,17488.49,16186.89,0,Medium
LOAN0001922,CUST000071,2023-04-18 02:45:48,10803.61,3442.86,0,Very High
LOAN0001923,CUST008084,2023-06-13 05:02:56,29846.15,4189.5,0,Low
LOAN0001924,CUST003506,2024-02-21 04:08:45,6732.04,1519.33,0,Low
LOAN0001925,CUST008169,2025-08-30 10:20:47,16144.89,9380.64,0,Low
LOAN0001926,CUST009074,2023-09-07 17:42:37,5719.25,2064.75,0,Low
LOAN0001927,CUST008237,2023-11-15 19:56:59,9927.21,6748.05,45,Medium
LOAN0001928,CUST004163,2025-02-20 15:30:18,5134.29,366.23,0,Medium
LOAN0001929,CUST000747,2023-11-16 01:40:45,7198.46,4375.5,0,Medium
LOAN0001930,CUST004102,2023-05-07 21:41:35,6337.37,1059.79,0,Medium
LOAN0001931,CUST011877,2024-02-26 07:06:58,5851.02,1811.68,30,High
LOAN0001932,CUST006471,2023-08-06 21:01:52,3000.0,2933.38,0,Medium
LOAN0001933,CUST007426,2025-10-04 22:05:47,31824.0,26546.5,120,Low
LOAN0001934,CUST005589,2025-12-21 15:27:10,7314.26,3245.37,0,Low
LOAN0001935,CUST003099,2026-07-28 22:23:40,7773.47,4169.71,0,Low
LOAN0001936,CUST004445,2024-10-22 14:14:38,15821.48,12837.65,5,Low
LOAN0001937,CUST008757,2025-03-29 11:21:41,7749.05,3503.55,90,High
LOAN0001938,CUST002744,2023-05-27 16:36:53,15735.42,8434.47,0,Low
LOAN0001939,CUST007860,2024-06-09 15:42:51,10227.68,2242.97,0,Low
LOAN0001940,CUST003542,2023-10-02 17:25:49,22017.97,16755.73,0,Medium
LOAN0001941,CUST007640,2023-12-03 21:31:26,6330.77,2678.15,30,Medium
LOAN0001942,CUST003318,2025-10-05 15:32:57,31721.04,2282.83,15,Very High
LOAN0001943,CUST010581,2026-03-13 15:18:55,3000.0,222.48,0,Low
LOAN0001944,CUST006901,2024-11-02 21:38:18,6149.84,3503.55,90,Low
LOAN0001945,CUST010789,2023-03-21 14:10:12,5964.55,5287.05,30,Low
LOAN0001946,CUST010617,2026-05-11 05:03:01,13118.53,11341.66,5,Medium
LOAN0001947,CUST003005,2025-01-13 02:30:30,14589.49,7991.75,0,Low
LOAN0001948,CUST008890,2026-01-01 05:31:58,6120.52,3879.64,15,Low
LOAN0001949,CUST010709,2023-05-11 02:36:06,5559.36,3455.95,0,Low
LOAN0001950,CUST005810,2025-08-04 15:42:49,21044.44,16070.25,0,Very High
LOAN0001951,CUST007946,2025-04-06 20:18:01,6477.64,4973.49,0,Low
LOAN0001952,CUST011179,2025-09-13 03:42:14,16304.5,11760.95,0,High
LOAN0001953,CUST006218,2024-07-04 20:53:10,11893.09,2651.14,45,Low
LOAN0001954,CUST006711,2024-07-31 12:59:49,14428.79,3807.0,0,Medium
LOAN0001955,CUST001500,2025-07-15 09:14:34,3000.0,584.59,0,Medium
LOAN0001956,CUST004110,2026-02-09 04:59:20,9083.42,1941.82,0,Medium
LOAN0001957,CUST001424,2023-06-28 19:31:26,11980.86,3409.77,0,Low
LOAN0001958,CUST011530,2023-11-16 00:33:51,10465.87,3941.85,0,High
LOAN0001959,CUST007333,2024-11-12 12:35:15,8414.41,4756.75,0,Medium
LOAN0001960,CUST000883,2024-05-12 21:41:41,15201.28,12929.67,60,Very High
LOAN0001961,CUST003590,2025-09-20 00:00:36,3000.0,1236.58,5,Medium
LOAN0001962,CUST001099,2023-10-26 08:59:00,23283.48,20232.15,0,Low
LOAN0001963,CUST008694,2026-06-17 23:36:54,9336.45,7794.96,0,Medium
LOAN0001964,CUST004337,2024-08-16 00:06:07,4145.33,551.47,0,Medium
LOAN0001965,CUST010980,2026-02-21 17:22:32,10969.62,5303.06,0,Low
LOAN0001966,CUST001912,2023-06-12 22:33:52,21170.77,2976.14,0,High
LOAN0001967,CUST010436,2026-03-07 22:59:35,9100.26,3417.63,0,Low
LOAN0001968,CUST008815,2025-01-09 08:57:20,3000.0,536.68,0,Low
LOAN0001969,CUST000752,2023-04-21 14:12:16,8031.19,4206.24,0,Medium
LOAN0001970,CUST006934,2023-12-03 01:42:27,6115.48,525.08,0,High
LOAN0001971,CUST005768,2026-02-17 17:29:46,4412.26,1693.95,0,Medium
LOAN0001972,CUST003952,2025-01-10 13:46:25,6284.47,3057.82,0,Medium
LOAN0001973,CUST004603,2026-07-02 16:44:55,5062.24,3796.3,0,Low
LOAN0001974,CUST007545,2024-01-26 06:02:10,6032.44,1390.66,0,Low
LOAN0001975,CUST005374,2025-01-24 17:43:43,18939.22,14712.87,0,High
LOAN0001976,CUST004385,2026-03-19 06:36:11,4407.18,2749.88,0,Medium
LOAN0001977,CUST011754,2025-07-01 13:02:51,9928.35,5497.41,0,High
LOAN0001978,CUST001678,2025-02-26 05:43:47,22203.2,12189.74,0,High
LOAN0001979,CUST010787,2026-02-21 06:06:21,6559.22,5251.69,0,Low
LOAN0001980,CUST006956,2025-04-24 17:47:44,3000.0,158.28,15,Low
LOAN0001981,CUST010853,2025-06-21 09:00:39,8448.53,2594.8,0,Medium
LOAN0001982,CUST011373,2024-01-22 03:09:44,12534.27,641.72,0,Medium
LOAN0001983,CUST009972,2024-10-28 06:49:02,18277.09,5193.13,0,Low
LOAN0001984,CUST001013,2023-10-09 12:15:22,3020.8,355.92,0,Medium
LOAN0001985,CUST005727,2024-06-04 02:02:33,7720.04,5370.14,0,Medium
LOAN0001986,CUST001910,2023-03-27 10:09:34,5166.63,4866.16,0,Very High
LOAN0001987,CUST002943,2024-10-09 21:24:48,11749.16,5910.98,0,Low
LOAN0001988,CUST007798,2024-05-15 20:47:19,3191.54,507.45,0,Medium
